Make,Model,Year,Engine Size,Mileage,Fuel Type,Transmission,Price,Car_Age
Honda,Model C,2000,1.4,174707,Petrol,Automatic,8657.96,25
Ford,Model B,2003,3.3,137065,Diesel,Automatic,21406.73,22
Toyota,Model B,2001,4.0,58723,Electric,Manual,23428.59,24
Honda,Model C,2007,3.8,165267,Electric,Automatic,21674.2,18
BMW,Model A,2012,4.5,112712,Electric,Manual,28071.45,13
Honda,Model E,2003,3.8,71118,Electric,Automatic,26078.53,22
BMW,Model D,2001,3.5,125764,Petrol,Manual,20595.82,24
BMW,Model B,2013,3.9,134120,Diesel,Manual,28737.48,12
Honda,Model D,2015,1.1,85620,Diesel,Manual,24964.44,10
BMW,Model C,2005,3.6,63628,Diesel,Automatic,24295.69,20
BMW,Model E,2008,3.8,79889,Electric,Manual,24806.79,17
BMW,Model E,2019,2.8,128782,Electric,Manual,29885.51,6
Audi,Model A,2021,3.4,146389,Petrol,Manual,26376.32,4
Ford,Model E,2010,4.3,196394,Petrol,Manual,22022.83,15
BMW,Model B,2019,2.3,123315,Diesel,Manual,26930.21,6
Ford,Model D,2017,1.9,140396,Petrol,Automatic,23053.45,8
BMW,Model D,2013,1.9,116,Petrol,Automatic,28800.18,12
Ford,Model D,2016,1.4,117117,Petrol,Manual,25333.33,9
Toyota,Model E,2014,1.6,88312,Diesel,Automatic,21711.52,11
Honda,Model E,2014,1.9,142499,Electric,Automatic,21952.93,11
Honda,Model E,2005,4.2,172061,Petrol,Manual,20673.89,20
BMW,Model E,2019,3.6,68176,Petrol,Manual,32720.2,6
Honda,Model B,2010,4.0,16294,Diesel,Automatic,32708.39,15
Honda,Model D,2003,1.1,144787,Electric,Manual,16254.96,22
BMW,Model C,2011,3.5,159284,Petrol,Manual,22985.54,14
Honda,Model C,2000,4.5,138504,Electric,Manual,18184.69,25
Ford,Model C,2018,4.4,56868,Electric,Automatic,33969.57,7
Audi,Model A,2008,3.4,185253,Petrol,Manual,21017.77,17
Honda,Model B,2021,1.3,180875,Diesel,Automatic,26282.51,4
BMW,Model A,2004,2.3,15941,Petrol,Automatic,27540.14,21
BMW,Model A,2007,2.6,101545,Diesel,Automatic,25578.49,18
Ford,Model C,2017,2.2,90052,Electric,Automatic,25382.86,8
BMW,Model C,2005,1.8,136858,Electric,Automatic,18736.07,20
Ford,Model C,2019,1.6,190428,Diesel,Manual,23641.97,6
Audi,Model C,2013,4.1,114621,Diesel,Manual,28155.16,12
Toyota,Model B,2013,3.8,95062,Petrol,Manual,29624.95,12
BMW,Model B,2019,2.1,20829,Diesel,Automatic,34256.84,6
Audi,Model B,2007,1.3,13787,Petrol,Manual,25449.31,18
BMW,Model B,2014,1.8,66214,Diesel,Automatic,26831.51,11
Audi,Model A,2005,1.2,153799,Electric,Manual,14472.8,20
Honda,Model A,2005,1.2,198562,Electric,Manual,12393.48,20
Audi,Model A,2015,3.1,15698,Petrol,Automatic,33104.52,10
BMW,Model B,2005,3.5,164644,Electric,Manual,19453.2,20
Honda,Model D,2013,2.5,30208,Diesel,Manual,28261.71,12
Toyota,Model B,2018,4.3,77576,Diesel,Automatic,34605.09,7
BMW,Model C,2012,4.1,19023,Diesel,Manual,33572.82,13
Audi,Model B,2018,1.8,114214,Petrol,Manual,20785.76,7
Ford,Model B,2013,1.1,41073,Diesel,Manual,24714.04,12
Toyota,Model B,2021,1.9,136347,Petrol,Automatic,24572.76,4
Honda,Model C,2001,1.8,38005,Diesel,Manual,20712.7,24
Toyota,Model E,2021,1.0,176122,Electric,Automatic,22306.56,4
Honda,Model C,2012,3.7,95439,Petrol,Automatic,29773.12,13
Audi,Model E,2020,1.2,71613,Diesel,Automatic,29462.27,5
Ford,Model C,2016,2.2,77011,Electric,Manual,30163.8,9
Ford,Model D,2005,3.2,164139,Diesel,Manual,23500.7,20
Toyota,Model A,2002,3.1,1365,Diesel,Manual,26835.93,23
Ford,Model B,2015,3.9,57369,Electric,Manual,32881.76,10
BMW,Model B,2004,4.0,167396,Diesel,Automatic,20591.08,21
Audi,Model B,2013,2.5,125797,Diesel,Manual,22091.59,12
Toyota,Model E,2002,3.4,93553,Petrol,Automatic,18501.61,23
Audi,Model A,2012,3.1,95228,Electric,Manual,24453.23,13
Honda,Model A,2010,2.6,145248,Petrol,Automatic,23425.92,15
Audi,Model A,2018,1.9,43226,Diesel,Manual,29474.53,7
BMW,Model D,2011,4.3,59435,Diesel,Automatic,31719.2,14
BMW,Model E,2016,2.3,65055,Diesel,Manual,31074.1,9
Ford,Model D,2012,3.3,115277,Diesel,Manual,27933.69,13
Audi,Model B,2016,4.0,74088,Diesel,Automatic,31745.76,9
BMW,Model A,2002,2.2,176242,Diesel,Automatic,15207.3,23
BMW,Model B,2010,2.9,25826,Electric,Manual,26484.06,15
Audi,Model E,2019,1.1,120424,Petrol,Manual,20590.75,6
Audi,Model C,2007,4.3,198504,Petrol,Manual,22997.58,18
Honda,Model C,2010,2.7,166373,Electric,Automatic,18766.34,15
Ford,Model E,2008,4.3,61880,Diesel,Manual,27322.49,17
Ford,Model E,2020,3.9,106135,Petrol,Manual,26843.14,5
Audi,Model D,2012,3.1,90334,Electric,Manual,27484.95,13
BMW,Model A,2006,3.0,165983,Petrol,Manual,16264.69,19
Toyota,Model E,2008,3.1,50759,Electric,Manual,28326.42,17
BMW,Model C,2009,1.6,166335,Petrol,Manual,17675.0,16
Ford,Model E,2021,1.4,56584,Diesel,Automatic,31565.68,4
BMW,Model C,2009,1.8,126630,Electric,Manual,18752.2,16
Audi,Model A,2004,2.6,126148,Electric,Manual,21972.25,21
Honda,Model C,2001,3.4,1759,Diesel,Automatic,26384.43,24
BMW,Model C,2001,3.8,189767,Electric,Manual,18999.7,24
Honda,Model A,2010,1.9,75365,Petrol,Manual,20742.99,15
Audi,Model C,2008,2.1,142534,Electric,Automatic,22219.68,17
Honda,Model D,2007,3.5,85044,Electric,Manual,27940.4,18
Honda,Model E,2004,1.7,129947,Electric,Automatic,20198.5,21
Audi,Model B,2004,1.9,34377,Petrol,Automatic,20330.43,21
BMW,Model C,2003,3.9,99320,Diesel,Automatic,22174.29,22
Toyota,Model C,2004,2.0,68108,Petrol,Automatic,19205.07,21
BMW,Model C,2002,3.3,176742,Electric,Manual,16265.19,23
Audi,Model A,2013,1.5,98331,Diesel,Manual,25438.11,12
Toyota,Model E,2001,2.5,1082,Diesel,Manual,25711.56,24
Audi,Model D,2009,2.8,146236,Diesel,Automatic,20436.18,16
Honda,Model E,2014,3.9,63001,Electric,Automatic,29674.05,11
BMW,Model C,2004,3.1,123818,Diesel,Manual,20109.47,21
BMW,Model C,2011,3.5,185047,Electric,Automatic,24239.59,14
BMW,Model B,2012,3.3,88979,Petrol,Manual,30744.67,13
Ford,Model A,2020,3.2,127281,Electric,Manual,26414.01,5
Ford,Model C,2008,4.5,14741,Diesel,Automatic,33440.91,17
Ford,Model D,2005,3.8,87377,Electric,Manual,23777.9,20
BMW,Model A,2021,1.6,30182,Diesel,Automatic,30725.82,4
Ford,Model E,2014,1.5,143703,Electric,Automatic,20926.43,11
Audi,Model A,2008,1.8,112892,Electric,Automatic,19518.22,17
Ford,Model A,2017,2.8,155656,Electric,Automatic,25100.71,8
Ford,Model C,2005,4.1,126371,Electric,Manual,23780.45,20
BMW,Model E,2010,4.2,79139,Petrol,Automatic,27689.53,15
Honda,Model C,2018,4.2,4379,Petrol,Automatic,38765.65,7
BMW,Model A,2011,3.9,179685,Diesel,Manual,21999.66,14
Honda,Model D,2001,3.8,82186,Petrol,Manual,21380.16,24
Honda,Model D,2016,1.0,117426,Diesel,Manual,21187.19,9
BMW,Model D,2002,1.4,31986,Electric,Manual,19358.23,23
Audi,Model B,2013,4.0,6777,Diesel,Manual,33829.65,12
Ford,Model D,2007,4.3,82278,Petrol,Manual,26868.52,18
Honda,Model E,2015,2.6,29676,Petrol,Manual,33729.84,10
Toyota,Model D,2019,2.9,39793,Diesel,Manual,33009.44,6
Toyota,Model B,2020,4.1,5097,Diesel,Manual,37209.59,5
Honda,Model E,2002,4.3,102229,Diesel,Manual,22418.91,23
BMW,Model B,2015,4.0,66321,Electric,Automatic,31960.93,10
BMW,Model E,2008,2.4,178181,Petrol,Manual,18825.54,17
Ford,Model C,2020,1.8,118065,Diesel,Manual,25287.19,5
BMW,Model A,2009,4.2,124139,Petrol,Manual,26720.34,16
BMW,Model D,2000,3.8,128686,Diesel,Automatic,19759.86,25
Honda,Model D,2009,3.9,3160,Petrol,Manual,31093.3,16
Audi,Model B,2011,4.2,62348,Petrol,Manual,29841.87,14
Ford,Model C,2017,2.6,169457,Diesel,Manual,25323.66,8
Audi,Model D,2003,1.3,70126,Petrol,Automatic,19132.85,22
Audi,Model C,2017,3.2,161620,Diesel,Manual,27266.56,8
Ford,Model B,2003,3.3,110592,Electric,Manual,20800.69,22
BMW,Model D,2004,2.2,165411,Electric,Manual,18747.23,21
BMW,Model C,2002,3.2,100355,Diesel,Automatic,16248.32,23
Toyota,Model A,2017,3.9,1628,Diesel,Manual,35744.05,8
Honda,Model E,2016,1.2,83082,Diesel,Automatic,25979.45,9
Ford,Model E,2009,3.1,190427,Diesel,Automatic,18284.31,16
BMW,Model D,2018,2.3,179858,Diesel,Manual,23808.44,7
BMW,Model E,2002,3.3,96404,Diesel,Automatic,22938.07,23
Honda,Model C,2016,3.9,24988,Petrol,Automatic,29989.76,9
BMW,Model C,2015,3.4,170274,Petrol,Automatic,26949.14,10
Toyota,Model A,2014,4.2,55552,Diesel,Manual,33500.52,11
Audi,Model D,2018,2.1,104391,Petrol,Manual,27222.57,7
Audi,Model C,2015,4.2,113353,Petrol,Automatic,28776.07,10
Honda,Model D,2003,4.0,1432,Diesel,Manual,29916.95,22
Honda,Model E,2011,1.6,163493,Diesel,Automatic,17497.83,14
Honda,Model B,2020,1.5,175426,Petrol,Automatic,20080.77,5
Ford,Model E,2018,4.2,58364,Petrol,Manual,35312.6,7
Ford,Model A,2015,4.3,19189,Electric,Automatic,32310.81,10
Toyota,Model A,2018,2.8,21755,Diesel,Automatic,32837.49,7
Toyota,Model C,2013,2.0,1740,Petrol,Automatic,32848.08,12
BMW,Model C,2013,1.3,87482,Diesel,Manual,24629.69,12
Ford,Model D,2002,1.1,43479,Diesel,Manual,22293.16,23
Honda,Model C,2012,3.0,193330,Diesel,Automatic,25478.7,13
Toyota,Model C,2012,1.1,125189,Petrol,Automatic,21504.81,13
Ford,Model B,2017,2.0,92179,Electric,Automatic,29147.66,8
Toyota,Model D,2000,2.1,39709,Electric,Automatic,20240.65,25
Audi,Model D,2014,1.3,170663,Diesel,Automatic,20770.33,11
Ford,Model E,2016,1.9,21135,Petrol,Manual,28320.61,9
Honda,Model B,2009,1.4,43360,Diesel,Automatic,26032.65,16
Toyota,Model D,2003,4.3,121820,Electric,Manual,22691.04,22
BMW,Model C,2007,2.1,106537,Diesel,Manual,22014.44,18
Toyota,Model B,2013,4.3,69906,Petrol,Automatic,29754.04,12
Audi,Model A,2020,2.7,8359,Electric,Manual,36660.23,5
Ford,Model B,2013,2.7,125985,Petrol,Automatic,21512.98,12
Toyota,Model A,2015,2.3,36533,Petrol,Automatic,26817.09,10
Toyota,Model D,2006,3.8,189351,Electric,Manual,20965.26,19
Honda,Model C,2014,2.3,67266,Petrol,Automatic,28865.9,11
Toyota,Model B,2012,3.3,164459,Diesel,Automatic,28096.22,13
BMW,Model C,2011,2.0,112195,Petrol,Manual,26449.75,14
Ford,Model A,2005,2.8,30202,Electric,Automatic,29181.55,20
Audi,Model B,2020,1.7,87112,Petrol,Automatic,27781.07,5
Toyota,Model D,2013,1.5,49361,Electric,Automatic,27589.09,12
Honda,Model E,2013,2.5,40103,Petrol,Automatic,27098.78,12
Audi,Model B,2007,3.7,53017,Petrol,Manual,28951.69,18
Ford,Model E,2016,1.7,16091,Diesel,Manual,29365.55,9
Ford,Model B,2017,3.0,69975,Electric,Automatic,31266.72,8
Ford,Model C,2004,3.9,22442,Petrol,Automatic,33153.04,21
Honda,Model E,2004,1.5,51026,Petrol,Automatic,21136.48,21
Toyota,Model D,2007,1.3,142730,Petrol,Automatic,17208.33,18
BMW,Model C,2002,3.6,26218,Electric,Manual,26103.99,23
Audi,Model A,2021,1.3,45819,Diesel,Manual,32042.99,4
Honda,Model E,2012,3.2,144942,Petrol,Manual,24829.3,13
BMW,Model A,2001,1.7,167224,Electric,Automatic,13964.41,24
Toyota,Model E,2015,3.3,108722,Electric,Manual,29189.83,10
BMW,Model A,2021,3.5,144054,Diesel,Automatic,26589.74,4
Ford,Model B,2015,2.4,147659,Diesel,Manual,24928.01,10
BMW,Model E,2001,2.0,6099,Petrol,Automatic,25803.69,24
Toyota,Model E,2003,4.4,181305,Electric,Manual,19463.81,22
Honda,Model D,2001,2.9,36868,Electric,Automatic,24681.49,24
Toyota,Model D,2010,2.9,120872,Diesel,Manual,22407.53,15
Audi,Model D,2010,3.6,48996,Diesel,Automatic,28615.79,15
Toyota,Model D,2000,3.6,60555,Petrol,Automatic,20060.27,25
Ford,Model C,2011,1.6,99205,Electric,Manual,19305.61,14
Toyota,Model A,2020,1.4,29904,Petrol,Manual,33622.65,5
Toyota,Model A,2002,4.2,185842,Diesel,Manual,16391.4,23
BMW,Model D,2006,1.7,51893,Diesel,Manual,25666.04,19
Ford,Model E,2000,4.1,110370,Petrol,Manual,21758.2,25
Honda,Model D,2015,2.1,191061,Petrol,Automatic,23071.42,10
Honda,Model E,2010,2.4,20357,Diesel,Automatic,24486.83,15
Honda,Model E,2018,2.2,182841,Electric,Automatic,26517.18,7
Toyota,Model D,2001,1.5,61724,Diesel,Automatic,21528.01,24
Toyota,Model E,2020,3.6,11238,Diesel,Automatic,34455.18,5
Honda,Model E,2012,3.0,99600,Diesel,Automatic,20807.05,13
Audi,Model C,2021,4.3,41302,Petrol,Manual,36500.14,4
Ford,Model B,2014,3.3,20867,Petrol,Manual,28729.96,11
Toyota,Model A,2018,2.2,46554,Electric,Manual,28039.41,7
Ford,Model E,2003,2.3,131179,Petrol,Automatic,17866.63,22
BMW,Model E,2005,3.1,159526,Diesel,Automatic,21544.55,20
Audi,Model C,2019,2.3,29501,Electric,Manual,31497.08,6
Ford,Model D,2003,3.1,142842,Petrol,Automatic,19096.94,22
Toyota,Model A,2015,4.3,66461,Petrol,Automatic,32098.78,10
BMW,Model B,2003,2.4,158886,Diesel,Manual,19794.42,22
Ford,Model D,2020,3.4,194274,Petrol,Manual,25232.9,5
Audi,Model B,2001,1.4,11899,Petrol,Automatic,22700.12,24
Ford,Model A,2012,3.4,40857,Electric,Automatic,28117.45,13
Ford,Model D,2007,1.5,161271,Electric,Automatic,14025.27,18
Ford,Model B,2000,3.5,95289,Diesel,Automatic,21425.85,25
Ford,Model D,2000,3.8,4529,Electric,Manual,29951.31,25
BMW,Model B,2012,4.1,199676,Petrol,Automatic,22837.32,13
Audi,Model D,2017,3.3,6103,Electric,Automatic,35125.28,8
Honda,Model B,2005,4.3,43933,Petrol,Manual,25601.81,20
Honda,Model B,2003,3.9,57676,Electric,Manual,27324.74,22
BMW,Model B,2016,4.5,547,Petrol,Automatic,38057.77,9
BMW,Model C,2021,1.1,132455,Petrol,Manual,21419.79,4
Toyota,Model D,2016,2.6,101242,Petrol,Automatic,26531.64,9
Honda,Model A,2007,2.7,50570,Electric,Automatic,24573.2,18
BMW,Model B,2019,3.3,169452,Electric,Automatic,25317.7,6
Audi,Model A,2014,1.2,96066,Petrol,Automatic,20813.99,11
Toyota,Model D,2014,2.5,164865,Electric,Manual,23974.33,11
Audi,Model A,2016,2.8,16674,Petrol,Manual,32507.5,9
Honda,Model B,2012,2.0,171610,Diesel,Automatic,20072.57,13
Ford,Model C,2018,3.4,79507,Petrol,Manual,31325.42,7
BMW,Model B,2003,2.4,190368,Diesel,Automatic,18328.59,22
Ford,Model A,2000,1.7,22091,Petrol,Manual,16397.13,25
BMW,Model A,2009,1.5,160039,Electric,Automatic,20937.68,16
Toyota,Model E,2018,1.3,65509,Diesel,Automatic,27546.1,7
Honda,Model A,2010,4.5,191463,Electric,Automatic,24482.68,15
BMW,Model C,2012,3.4,187455,Diesel,Automatic,23164.27,13
Toyota,Model B,2009,4.3,13214,Petrol,Automatic,31056.78,16
BMW,Model A,2011,1.6,184960,Electric,Automatic,18081.64,14
BMW,Model A,2019,1.8,140018,Electric,Automatic,22898.55,6
BMW,Model B,2004,3.2,32967,Petrol,Manual,26429.51,21
Ford,Model C,2014,2.0,25394,Diesel,Automatic,29236.67,11
Honda,Model B,2018,1.8,16094,Diesel,Automatic,31064.46,7
Audi,Model A,2020,1.9,167512,Electric,Manual,22261.81,5
BMW,Model D,2020,3.3,51996,Diesel,Automatic,31681.09,5
Ford,Model E,2018,2.0,63894,Diesel,Manual,29198.25,7
Ford,Model C,2017,3.2,110040,Electric,Automatic,26394.15,8
Audi,Model A,2003,1.6,162178,Diesel,Manual,16407.15,22
Ford,Model E,2018,3.3,80573,Electric,Automatic,30218.9,7
BMW,Model D,2011,3.2,62786,Electric,Manual,25156.58,14
Toyota,Model E,2019,3.9,58825,Electric,Manual,32458.01,6
Toyota,Model D,2018,3.0,196669,Diesel,Automatic,21042.71,7
BMW,Model D,2012,1.2,58269,Diesel,Manual,21833.75,13
Audi,Model B,2012,3.2,81779,Diesel,Manual,29804.65,13
Toyota,Model B,2012,3.9,39101,Electric,Automatic,29018.03,13
BMW,Model D,2018,3.1,96128,Diesel,Manual,31394.62,7
BMW,Model A,2011,1.5,150029,Electric,Automatic,16585.09,14
Toyota,Model A,2012,2.4,165355,Diesel,Manual,20887.97,13
Audi,Model C,2011,4.0,71301,Petrol,Automatic,28501.84,14
Toyota,Model D,2011,2.5,183150,Diesel,Manual,18557.39,14
BMW,Model A,2020,4.4,170470,Diesel,Automatic,34207.04,5
Ford,Model D,2019,4.2,28478,Electric,Manual,33001.65,6
Honda,Model D,2012,3.6,50105,Petrol,Manual,31810.86,13
Honda,Model E,2001,2.9,102566,Electric,Manual,17767.47,24
BMW,Model B,2006,4.0,103601,Diesel,Manual,22746.67,19
Audi,Model C,2005,2.8,32879,Petrol,Manual,28000.34,20
Audi,Model D,2014,2.9,12541,Petrol,Manual,30849.59,11
Toyota,Model C,2018,4.2,80614,Diesel,Manual,32488.72,7
Audi,Model B,2008,1.9,114103,Petrol,Manual,20822.13,17
BMW,Model D,2009,4.0,163495,Petrol,Manual,23023.52,16
Honda,Model A,2004,1.9,39324,Petrol,Manual,22223.45,21
Honda,Model D,2007,4.5,152566,Petrol,Automatic,22684.79,18
Audi,Model B,2004,3.3,119301,Diesel,Manual,20024.81,21
Ford,Model D,2017,1.4,135263,Diesel,Automatic,22763.91,8
Ford,Model E,2021,4.4,157643,Electric,Automatic,30591.3,4
Ford,Model B,2015,4.3,163475,Electric,Manual,25976.55,10
Ford,Model C,2020,3.7,146652,Electric,Manual,31233.05,5
Toyota,Model A,2016,4.2,11036,Petrol,Manual,36061.15,9
BMW,Model C,2003,4.4,146478,Petrol,Manual,23861.49,22
Ford,Model C,2007,2.1,66919,Diesel,Automatic,28603.49,18
BMW,Model A,2018,4.3,62468,Diesel,Automatic,34851.31,7
Toyota,Model C,2019,1.7,199133,Petrol,Automatic,22390.37,6
Audi,Model A,2016,3.4,145177,Diesel,Manual,24776.67,9
Toyota,Model E,2009,4.3,105879,Petrol,Manual,27774.49,16
Audi,Model B,2008,1.1,49711,Diesel,Automatic,21872.82,17
Honda,Model E,2006,2.7,142405,Electric,Automatic,22365.94,19
Ford,Model B,2020,1.4,55417,Electric,Automatic,28351.87,5
Ford,Model A,2006,1.8,154532,Diesel,Automatic,18428.08,19
Toyota,Model C,2006,1.9,29859,Diesel,Automatic,25494.07,19
Honda,Model C,2020,2.8,95551,Electric,Manual,31442.73,5
Toyota,Model E,2010,3.3,13854,Diesel,Manual,33236.55,15
Toyota,Model C,2001,2.3,80624,Electric,Manual,20320.23,24
Audi,Model B,2000,1.3,142356,Electric,Automatic,12974.85,25
Toyota,Model B,2008,3.8,62803,Petrol,Automatic,29531.42,17
Honda,Model E,2011,2.3,157161,Diesel,Manual,25676.47,14
Toyota,Model C,2018,1.7,88128,Petrol,Manual,25235.25,7
Ford,Model B,2021,2.1,121074,Electric,Manual,23715.56,4
BMW,Model D,2018,1.4,175399,Diesel,Automatic,21583.67,7
Honda,Model C,2015,2.4,39064,Electric,Automatic,28782.18,10
Toyota,Model C,2006,4.1,163316,Diesel,Automatic,19767.17,19
Audi,Model E,2004,1.2,73785,Petrol,Manual,18186.69,21
Audi,Model E,2008,3.3,35224,Diesel,Automatic,26965.99,17
Audi,Model C,2015,1.7,149283,Diesel,Manual,21259.64,10
BMW,Model D,2001,2.2,99600,Diesel,Automatic,19681.61,24
Toyota,Model A,2002,1.5,155079,Diesel,Manual,13983.2,23
Honda,Model A,2019,2.0,31715,Diesel,Automatic,33187.84,6
BMW,Model E,2021,2.7,38274,Diesel,Manual,32751.91,4
Honda,Model B,2002,2.9,105824,Diesel,Manual,20841.66,23
Audi,Model C,2009,3.0,116947,Diesel,Automatic,24545.85,16
BMW,Model C,2016,1.3,198452,Petrol,Automatic,21197.21,9
Audi,Model B,2021,1.4,130202,Diesel,Manual,26114.74,4
BMW,Model D,2018,3.3,17507,Electric,Manual,36400.83,7
Ford,Model D,2016,3.5,102025,Electric,Manual,30528.6,9
Ford,Model E,2003,3.6,73205,Petrol,Manual,21490.34,22
Honda,Model D,2016,1.4,135182,Electric,Automatic,21592.34,9
BMW,Model B,2003,2.8,102145,Petrol,Automatic,19553.98,22
Toyota,Model B,2009,2.4,148313,Diesel,Automatic,21295.88,16
Honda,Model E,2006,1.4,29398,Diesel,Automatic,25288.33,19
Audi,Model B,2012,4.0,184687,Electric,Automatic,27628.65,13
Honda,Model B,2007,2.0,119554,Diesel,Manual,23613.74,18
Ford,Model D,2018,3.2,24107,Electric,Automatic,35348.71,7
Ford,Model B,2005,2.6,155111,Electric,Automatic,19076.28,20
Audi,Model A,2003,3.9,33923,Petrol,Automatic,28172.16,22
BMW,Model D,2012,1.8,85424,Electric,Automatic,25037.26,13
BMW,Model E,2013,3.2,81912,Petrol,Manual,27608.18,12
Toyota,Model C,2001,3.2,103232,Electric,Automatic,22360.71,24
BMW,Model B,2010,3.8,33125,Electric,Manual,30754.48,15
BMW,Model E,2018,2.3,126160,Petrol,Manual,29837.77,7
Toyota,Model D,2014,1.9,54584,Diesel,Manual,27149.32,11
BMW,Model D,2015,3.1,186716,Electric,Manual,19917.51,10
Audi,Model E,2015,3.0,132996,Petrol,Automatic,25124.71,10
BMW,Model B,2004,4.0,141614,Diesel,Manual,23066.2,21
BMW,Model C,2019,4.1,123894,Petrol,Manual,30976.27,6
Ford,Model D,2018,3.9,145656,Diesel,Manual,29246.99,7
Toyota,Model C,2003,4.1,30604,Electric,Automatic,28910.35,22
Audi,Model A,2008,1.5,190635,Petrol,Automatic,17256.01,17
Toyota,Model E,2017,2.7,69509,Electric,Manual,25598.69,8
Ford,Model E,2005,2.1,65258,Diesel,Automatic,19708.16,20
Honda,Model D,2018,1.6,105273,Electric,Manual,27334.31,7
Toyota,Model A,2004,2.8,166769,Petrol,Automatic,20570.56,21
Honda,Model B,2017,4.1,14802,Petrol,Automatic,37605.91,8
Toyota,Model B,2004,2.8,75179,Diesel,Automatic,23380.82,21
Toyota,Model E,2018,4.5,8381,Diesel,Automatic,36485.04,7
Toyota,Model E,2008,4.0,27207,Petrol,Automatic,27434.27,17
Honda,Model B,2011,1.1,61093,Petrol,Automatic,24072.66,14
Honda,Model B,2002,2.4,19871,Diesel,Automatic,26928.46,23
Audi,Model C,2007,1.9,142782,Electric,Automatic,21932.23,18
Audi,Model A,2021,1.4,52582,Petrol,Manual,31523.18,4
BMW,Model C,2000,1.6,45742,Petrol,Automatic,19075.6,25
Ford,Model E,2013,2.8,59672,Petrol,Automatic,30532.86,12
Ford,Model A,2021,1.6,21384,Diesel,Manual,31477.85,4
Audi,Model B,2021,3.5,19923,Petrol,Manual,35373.41,4
Honda,Model B,2010,3.7,106358,Diesel,Automatic,24133.85,15
Ford,Model B,2018,1.2,116379,Diesel,Automatic,27530.95,7
BMW,Model A,2014,2.3,122336,Diesel,Automatic,23560.75,11
Audi,Model B,2013,4.1,137652,Electric,Manual,27786.91,12
BMW,Model D,2006,2.1,35580,Diesel,Automatic,24393.39,19
BMW,Model C,2020,2.2,171624,Diesel,Manual,22683.76,5
Ford,Model B,2010,2.3,188065,Electric,Manual,17399.72,15
Toyota,Model E,2005,2.0,65475,Petrol,Automatic,21780.69,20
Honda,Model E,2012,1.3,48717,Electric,Automatic,25576.75,13
Toyota,Model C,2021,1.5,106260,Diesel,Manual,26653.16,4
BMW,Model A,2001,4.2,122871,Petrol,Manual,23381.76,24
BMW,Model E,2021,2.8,73147,Electric,Automatic,30290.24,4
BMW,Model B,2002,1.8,180715,Petrol,Manual,10753.13,23
Honda,Model C,2002,4.4,197073,Electric,Manual,16297.37,23
Honda,Model D,2013,3.1,81470,Electric,Manual,26813.82,12
BMW,Model D,2011,1.1,91842,Petrol,Manual,20394.54,14
Ford,Model E,2010,3.7,198567,Electric,Manual,19110.12,15
Audi,Model D,2011,2.8,48175,Electric,Automatic,26910.41,14
BMW,Model D,2004,1.9,105347,Diesel,Automatic,24073.1,21
Honda,Model D,2012,4.1,102900,Electric,Automatic,28729.35,13
Ford,Model E,2011,1.9,1324,Electric,Automatic,26858.81,14
Audi,Model E,2018,1.6,120632,Electric,Automatic,25648.85,7
Honda,Model D,2000,1.1,147731,Electric,Manual,14720.71,25
Honda,Model E,2011,4.4,99952,Diesel,Automatic,27667.7,14
BMW,Model B,2019,3.5,103166,Electric,Manual,29431.27,6
Ford,Model E,2015,3.0,40519,Diesel,Manual,27467.11,10
Honda,Model C,2015,1.7,94362,Electric,Manual,26136.27,10
Ford,Model A,2007,2.8,111290,Electric,Manual,22516.23,18
Audi,Model E,2011,3.3,119972,Electric,Manual,25067.99,14
Toyota,Model E,2009,4.2,2894,Diesel,Automatic,30468.49,16
BMW,Model D,2021,3.0,122419,Diesel,Manual,28200.96,4
BMW,Model A,2003,1.5,182957,Electric,Manual,13253.02,22
Audi,Model C,2009,2.7,172656,Petrol,Automatic,17858.85,16
Ford,Model B,2009,3.5,3423,Petrol,Manual,30950.67,16
BMW,Model C,2010,4.4,96081,Diesel,Manual,29124.7,15
Honda,Model A,2016,1.6,17725,Electric,Manual,30837.6,9
Honda,Model D,2018,1.2,85120,Diesel,Automatic,26447.86,7
Ford,Model B,2012,4.4,156453,Petrol,Manual,28529.28,13
Audi,Model B,2005,3.8,132366,Electric,Automatic,27311.22,20
Audi,Model B,2002,4.2,39880,Petrol,Automatic,23394.72,23
BMW,Model D,2003,4.2,151295,Electric,Manual,20863.96,22
Toyota,Model A,2021,3.6,135266,Diesel,Automatic,26271.06,4
Honda,Model A,2015,1.9,96200,Electric,Manual,27969.97,10
Ford,Model C,2002,3.8,127075,Diesel,Automatic,23587.16,23
Honda,Model B,2018,4.3,82842,Diesel,Manual,30224.5,7
BMW,Model C,2016,4.1,26770,Diesel,Automatic,34203.08,9
Toyota,Model A,2018,3.6,39358,Diesel,Manual,32018.93,7
Toyota,Model A,2016,2.9,178489,Electric,Manual,27431.09,9
Ford,Model C,2021,3.8,68867,Electric,Manual,34253.83,4
Honda,Model A,2000,2.9,66843,Diesel,Manual,22802.68,25
Toyota,Model B,2019,1.7,100151,Diesel,Manual,24941.28,6
BMW,Model C,2012,2.0,36225,Electric,Automatic,31370.46,13
Ford,Model D,2000,4.1,96872,Diesel,Automatic,22430.08,25
Toyota,Model C,2020,4.2,128973,Petrol,Manual,30008.62,5
Ford,Model A,2003,1.6,25809,Electric,Manual,25277.98,22
