Make,Model,Year,Engine Size,Mileage,Fuel Type,Transmission,Price
Honda,Model E,2011.0,2.3,157161.0,Diesel,Manual,25676.46781030617
Toyota,Model C,2018.0,1.7,88128.0,Petrol,Manual,25235.253193705303
Ford,Model B,2021.0,2.1,121074.0,Electric,Manual,23715.558682668347
BMW,Model D,2018.0,1.4,175399.0,Diesel,Automatic,21583.674838497474
Honda,Model C,2015.0,2.4,39064.0,Electric,Automatic,28782.176067789627
Toyota,Model C,2006.0,4.1,163316.0,Diesel,Automatic,19767.171660207125
Audi,Model E,2004.0,1.2,73785.0,Petrol,Manual,18186.693619745514
Audi,Model E,2008.0,3.3,35224.0,Diesel,Automatic,26965.988149434837
Audi,Model C,2015.0,1.7,149283.0,Diesel,Manual,21259.64084918164
BMW,Model D,2001.0,2.2,,Diesel,Automatic,19681.614541065173
Toyota,Model A,2002.0,1.5,155079.0,Diesel,Manual,13983.20342878993
Honda,Model A,2019.0,2.0,31715.0,Diesel,Automatic,33187.83743885767
BMW,Model E,2021.0,2.7,38274.0,Diesel,Manual,32751.912887989634
Honda,Model B,2002.0,2.9,105824.0,Diesel,Manual,20841.664654431177
Audi,Model C,2009.0,3.0,116947.0,Diesel,Automatic,24545.847036333187
BMW,Model C,2016.0,1.3,198452.0,Petrol,Automatic,21197.212448549828
Audi,Model B,2021.0,1.4,130202.0,Diesel,Manual,26114.735173103043
BMW,Model D,2018.0,3.3,17507.0,Electric,Manual,36400.82756644876
Ford,Model D,2016.0,3.5,102025.0,Electric,Manual,30528.603090249613
Ford,Model E,2003.0,3.6,73205.0,Petrol,Manual,21490.34090416129
Honda,Model D,2016.0,1.4,135182.0,Electric,Automatic,21592.34262650359
BMW,Model B,2003.0,2.8,102145.0,Petrol,Automatic,19553.976087149094
Toyota,Model B,2009.0,2.4,148313.0,Diesel,Automatic,21295.882320020424
Honda,Model E,2006.0,1.4,29398.0,Diesel,Automatic,25288.326799112478
Audi,Model B,2012.0,4.0,184687.0,Electric,Automatic,27628.6495777432
Honda,Model B,2007.0,2.0,119554.0,Diesel,Manual,23613.73711589996
Ford,Model D,2018.0,3.2,24107.0,Electric,Automatic,35348.714256184205
Ford,Model B,2005.0,2.6,155111.0,Electric,Automatic,19076.278446379834
Audi,Model A,2003.0,3.9,33923.0,Petrol,Automatic,28172.16350095392
BMW,Model D,2012.0,1.8,85424.0,Electric,Automatic,25037.262873394797
BMW,Model E,2013.0,3.2,81912.0,Petrol,Manual,27608.177084347742
Toyota,Model C,2001.0,3.2,103232.0,Electric,Automatic,22360.71054375527
BMW,Model B,2010.0,3.8,33125.0,Electric,Manual,30754.47608278725
BMW,Model E,2018.0,2.3,126160.0,Petrol,Manual,29837.77063505252
Toyota,Model D,2014.0,1.9,54584.0,Diesel,Manual,27149.317458611764
BMW,Model D,2015.0,3.1,186716.0,Electric,Manual,19917.50839338882
Audi,Model E,2015.0,3.0,132996.0,Petrol,Automatic,25124.71207285465
BMW,Model B,2004.0,4.0,141614.0,Diesel,Manual,23066.196156677765
BMW,Model C,2019.0,4.1,123894.0,Petrol,Manual,30976.267020550844
Ford,Model D,2018.0,3.9,145656.0,Diesel,Manual,29246.994484134266
Toyota,Model C,2003.0,4.1,30604.0,Electric,Automatic,28910.34915893336
Audi,Model A,2008.0,1.5,190635.0,Petrol,Automatic,17256.014969560332
Toyota,Model E,2017.0,2.7,69509.0,Electric,Manual,25598.691206392847
Ford,Model E,2005.0,2.1,65258.0,Diesel,Automatic,19708.16164825989
Honda,Model D,2018.0,1.6,105273.0,Electric,Manual,27334.30843264576
Toyota,Model A,2004.0,2.8,166769.0,Petrol,Automatic,20570.557631584044
Honda,Model B,2017.0,4.1,14802.0,Petrol,Automatic,37605.90687615179
Toyota,Model B,2004.0,2.8,75179.0,Diesel,Automatic,23380.822055592776
Toyota,Model E,2018.0,4.5,8381.0,Diesel,Automatic,36485.04389342909
Toyota,Model E,2008.0,4.0,27207.0,Petrol,Automatic,27434.27129839897
Honda,Model B,2011.0,1.1,61093.0,Petrol,Automatic,24072.655730696544
Honda,Model B,2002.0,2.4,19871.0,Diesel,Automatic,26928.45818150021
Audi,Model C,2007.0,1.9,142782.0,Electric,Automatic,21932.234634923843
Audi,Model A,2021.0,1.4,52582.0,Petrol,Manual,31523.18004914967
BMW,Model C,2000.0,1.6,45742.0,Petrol,Automatic,19075.60247759097
Ford,Model E,2013.0,2.8,59672.0,Petrol,Automatic,30532.85789146291
Ford,Model A,2021.0,1.6,21384.0,Diesel,Manual,31477.853857144128
Audi,Model B,2021.0,3.5,19923.0,Petrol,Manual,35373.4062596378
Honda,Model B,2010.0,3.7,106358.0,Diesel,Automatic,24133.848388117443
Ford,Model B,2018.0,1.2,116379.0,Diesel,Automatic,27530.94781945805
BMW,Model A,2014.0,2.3,122336.0,Diesel,Automatic,23560.75324446713
Audi,Model B,2013.0,4.1,137652.0,Electric,Manual,27786.9062919078
BMW,Model D,2006.0,2.1,35580.0,Diesel,Automatic,24393.389913365718
BMW,Model C,2020.0,2.2,171624.0,Diesel,Manual,22683.76349688728
Ford,Model B,2010.0,2.3,188065.0,Electric,Manual,17399.717525355114
Toyota,Model E,2005.0,2.0,65475.0,Petrol,Automatic,21780.693626664357
Honda,Model E,2012.0,1.3,48717.0,Electric,Automatic,25576.745478275825
Toyota,Model C,2021.0,1.5,106260.0,Diesel,Manual,26653.160321829688
BMW,Model A,2001.0,4.2,122871.0,Petrol,Manual,23381.76057887056
BMW,Model E,2021.0,,73147.0,Electric,Automatic,30290.24435190831
BMW,Model B,2002.0,1.8,180715.0,Petrol,Manual,10753.133582224356
Honda,Model C,2002.0,4.4,197073.0,Electric,Manual,16297.374896328382
Honda,Model D,2013.0,3.1,81470.0,Electric,Manual,26813.82276305864
BMW,Model D,2011.0,1.1,91842.0,Petrol,Manual,20394.537915035275
Ford,Model E,2010.0,3.7,198567.0,Electric,Manual,19110.12454571073
Audi,Model D,2011.0,2.8,48175.0,Electric,Automatic,26910.41124005511
BMW,Model D,2004.0,1.9,105347.0,Diesel,Automatic,24073.09992491003
Honda,Model D,2012.0,4.1,102900.0,Electric,Automatic,28729.35193843481
Ford,Model E,2011.0,1.9,1324.0,Electric,Automatic,26858.809351541284
Audi,Model E,2018.0,1.6,120632.0,Electric,Automatic,25648.84893129813
Honda,Model D,2000.0,1.1,147731.0,Electric,,14720.714762300511
Honda,Model E,2011.0,4.4,99952.0,Diesel,Automatic,27667.704043281137
BMW,Model B,2019.0,3.5,103166.0,Electric,Manual,29431.27130472884
Ford,Model E,2015.0,3.0,40519.0,Diesel,Manual,27467.10896776777
Honda,Model C,2015.0,1.7,94362.0,Electric,Manual,26136.265564067355
Ford,Model A,2007.0,2.8,111290.0,Electric,Manual,22516.233530836915
Audi,Model E,2011.0,3.3,119972.0,Electric,Manual,25067.98579119595
Toyota,Model E,2009.0,4.2,2894.0,Diesel,Automatic,30468.493991228537
BMW,Model D,2021.0,3.0,122419.0,Diesel,Manual,28200.95609326388
BMW,Model A,2003.0,1.5,182957.0,Electric,Manual,13253.023755199498
Audi,Model C,2009.0,2.7,172656.0,Petrol,Automatic,17858.84546046409
Ford,Model B,2009.0,3.5,3423.0,Petrol,Manual,30950.67161752896
BMW,Model C,2010.0,4.4,96081.0,Diesel,Manual,29124.70434722008
Honda,Model A,2016.0,1.6,17725.0,Electric,Manual,30837.59830118582
Honda,Model D,2018.0,1.2,85120.0,,Automatic,26447.85615568312
Ford,Model B,2012.0,4.4,156453.0,Petrol,Manual,28529.278279258822
Audi,Model B,2005.0,3.8,132366.0,Electric,Automatic,27311.21975213272
Audi,Model B,2002.0,4.2,39880.0,Petrol,Automatic,23394.717412652462
BMW,Model D,2003.0,4.2,151295.0,Electric,Manual,20863.963775140863
Toyota,Model A,2021.0,3.6,135266.0,Diesel,Automatic,26271.06123861828
Honda,Model A,2015.0,1.9,96200.0,Electric,Manual,27969.97143622462
Ford,Model C,2002.0,3.8,127075.0,Diesel,Automatic,23587.161068080743
Honda,Model B,2018.0,4.3,82842.0,Diesel,Manual,30224.49575992202
BMW,Model C,2016.0,4.1,26770.0,Diesel,Automatic,34203.08198837029
Toyota,Model A,2018.0,3.6,39358.0,Diesel,Manual,32018.930704476
Toyota,Model A,2016.0,2.9,178489.0,Electric,Manual,27431.089825102365
Ford,Model C,2021.0,3.8,68867.0,Electric,Manual,34253.82925227113
Honda,Model A,2000.0,2.9,66843.0,Diesel,Manual,22802.67962877368
Toyota,Model B,2019.0,1.7,100151.0,Diesel,Manual,24941.281626156164
BMW,Model C,2012.0,2.0,36225.0,Electric,Automatic,31370.455973208907
Ford,Model D,2000.0,4.1,96872.0,Diesel,Automatic,22430.08022628881
Toyota,Model C,2020.0,4.2,128973.0,Petrol,Manual,30008.622516957814
Ford,Model A,2003.0,1.6,25809.0,Electric,Manual,25277.982229591333
Honda,Model B,2010.0,1.3,120138.0,Diesel,Automatic,18557.8707217234
BMW,Model E,2021.0,3.6,18798.0,Petrol,Manual,34000.677593294815
Honda,Model C,2001.0,4.1,3444.0,Electric,Automatic,27137.586224718038
Audi,Model A,2012.0,2.0,13234.0,Diesel,Automatic,33397.92284983035
Ford,Model E,2011.0,2.9,153320.0,Diesel,Manual,23012.34281023257
Honda,Model E,2011.0,2.6,2632.0,Diesel,Automatic,29865.528806821017
Toyota,Model E,2011.0,1.9,144545.0,Electric,Automatic,20900.231320274463
Ford,Model D,2017.0,3.6,173452.0,Diesel,Manual,26577.176034268938
BMW,Model E,2015.0,2.9,56145.0,Petrol,Manual,29593.47004570088
Audi,Model B,2017.0,1.2,19685.0,Diesel,Automatic,30724.834305957524
Honda,Model A,2008.0,2.3,175813.0,Petrol,Manual,18687.79558377413
Ford,Model C,2021.0,2.4,39225.0,Electric,Automatic,32630.964406236704
Ford,Model D,2015.0,3.6,10090.0,Electric,Automatic,31024.84275677877
BMW,Model E,2016.0,3.5,80496.0,Diesel,Automatic,28564.586826087158
BMW,Model E,2017.0,1.1,74076.0,Diesel,Automatic,27602.636938250555
BMW,Model D,2001.0,1.5,18394.0,Diesel,Automatic,20892.21147536372
Ford,Model E,2007.0,2.2,,Electric,Manual,20706.5913407632
Honda,Model B,2009.0,2.9,,Electric,Automatic,29116.87561163842
Honda,Model E,2010.0,3.4,66663.0,Diesel,Automatic,24915.44851558202
Ford,Model D,2017.0,2.9,157431.0,Diesel,Automatic,26052.31478966672
Toyota,Model D,2013.0,3.3,46733.0,Diesel,Manual,30249.866567087083
Toyota,Model A,2012.0,1.1,40033.0,Electric,Automatic,25449.663089049885
Toyota,Model E,2004.0,3.5,114680.0,Diesel,Automatic,26107.2326877222
Toyota,Model D,2021.0,1.2,117061.0,Petrol,Automatic,26408.80162573006
Ford,Model A,2000.0,1.1,107101.0,Diesel,Automatic,18582.58217088673
Toyota,Model C,2020.0,,22244.0,Electric,Automatic,37830.53146689796
Toyota,Model E,2007.0,1.2,82078.0,Petrol,Automatic,19370.8959723893
Audi,Model C,2002.0,3.6,169044.0,Diesel,Manual,19813.816117208276
Ford,Model D,2014.0,3.7,164019.0,Electric,Manual,24729.668165672
Audi,Model A,2015.0,2.2,110930.0,Electric,Automatic,24655.606043418156
Audi,Model C,2008.0,3.0,94460.0,Diesel,Automatic,26912.65452975051
Honda,Model E,2016.0,3.4,181919.0,Electric,Automatic,23270.152706774046
Audi,Model E,2015.0,3.8,107662.0,Electric,Automatic,29921.247279987503
Ford,Model C,2011.0,3.6,73.0,Electric,Automatic,32164.851350625977
Ford,Model A,2004.0,2.2,163387.0,Petrol,Automatic,16651.82468713845
Ford,Model B,2017.0,3.3,112627.0,Petrol,Automatic,27155.731657156288
BMW,Model A,2019.0,2.8,106258.0,Diesel,Manual,29247.25895965269
Ford,Model C,2016.0,3.3,60816.0,Diesel,Manual,31191.992225581715
BMW,Model C,2019.0,1.3,191447.0,Electric,Manual,23708.539018051804
Honda,Model C,2005.0,3.0,145781.0,Diesel,Automatic,20164.609426170045
BMW,Model B,2014.0,2.7,25632.0,Petrol,Manual,30746.182526772463
Audi,,2020.0,3.8,123100.0,Petrol,Manual,29580.48560441965
Ford,Model A,2007.0,1.0,121558.0,Petrol,Manual,17129.200681866805
Toyota,Model B,2020.0,2.9,18569.0,Electric,Automatic,31245.35931395085
Toyota,Model D,2014.0,2.2,168766.0,Petrol,Manual,23615.65049480188
Audi,Model B,2012.0,2.4,149021.0,Diesel,Automatic,21146.56259379714
Honda,Model D,2018.0,2.9,26156.0,Electric,Manual,33352.56021521217
Honda,Model C,2010.0,4.1,163365.0,Electric,Manual,23867.02959163568
Toyota,Model B,2016.0,1.8,130593.0,Diesel,Manual,23055.875507656478
Honda,Model E,2007.0,4.3,8628.0,Diesel,Automatic,30757.36663941548
Toyota,Model A,2010.0,1.2,189310.0,Petrol,Manual,18081.883162121103
Honda,Model A,2004.0,3.2,53707.0,Petrol,Manual,20946.46237294418
Honda,Model D,2016.0,3.8,7498.0,Electric,Manual,38015.6800856951
Ford,Model A,2004.0,1.5,26920.0,Electric,Manual,20658.01072461004
Honda,Model D,2015.0,1.2,49602.0,Petrol,Manual,25538.39076322605
Honda,Model D,2002.0,3.3,11654.0,Petrol,Automatic,28667.867496496867
Audi,Model D,2013.0,3.1,41405.0,Electric,Automatic,28988.46543012534
Audi,Model E,2010.0,3.8,25972.0,Electric,Manual,34087.119923071325
Ford,Model E,2009.0,3.7,136540.0,Electric,Manual,20600.26809513745
BMW,Model C,2001.0,1.9,148357.0,Petrol,Manual,15888.181666890683
BMW,Model B,2015.0,2.9,3796.0,Electric,Manual,30575.618441319224
Ford,Model D,2021.0,3.2,42877.0,Diesel,Manual,33610.898609020136
Ford,Model B,2006.0,4.2,23361.0,Electric,Automatic,27220.269018126568
Audi,Model B,2004.0,1.6,80963.0,Petrol,Automatic,20235.837224373987
Honda,Model E,,3.7,129649.0,Diesel,Automatic,23967.06366762697
Toyota,Model A,2017.0,3.7,32918.0,Petrol,Automatic,30759.30185125605
Ford,Model A,2007.0,3.9,6644.0,Petrol,Manual,35234.96205528957
Audi,Model C,2009.0,2.2,45134.0,Petrol,Manual,18179.57074355724
Audi,Model B,2016.0,2.0,92689.0,Petrol,Manual,24861.79779649917
Audi,Model E,2008.0,1.4,156965.0,Diesel,Automatic,15142.422778133065
Toyota,Model A,2002.0,1.4,133870.0,Petrol,Automatic,14711.96504569207
BMW,Model A,2016.0,2.4,57143.0,Electric,Automatic,28898.15597350731
,Model C,2017.0,3.6,133232.0,Petrol,Automatic,24963.497421162818
Ford,Model B,2015.0,3.1,106860.0,Electric,Manual,30398.40788137879
Toyota,Model E,2021.0,1.0,114624.0,Electric,Manual,26105.109043062963
Audi,Model A,2016.0,2.0,61033.0,Petrol,Automatic,31835.062568512592
Audi,Model A,2015.0,1.7,91302.0,Petrol,Automatic,24889.762200376736
Audi,Model C,2020.0,4.4,191666.0,Petrol,Automatic,29101.28980607582
Ford,Model E,2001.0,4.3,125114.0,Diesel,Manual,20536.78738082776
Honda,Model E,2006.0,1.3,79757.0,Diesel,Automatic,20927.606027592166
Honda,Model C,2015.0,2.0,180738.0,,Manual,18059.31233149952
Ford,Model D,2010.0,1.8,38574.0,Petrol,Manual,25042.96005375372
Audi,Model C,2016.0,3.2,55138.0,Diesel,Automatic,31850.198532844894
Audi,Model C,2021.0,1.9,150018.0,Electric,Automatic,26293.161021415814
Ford,Model D,2003.0,3.5,151705.0,Petrol,Manual,17863.491679422626
Honda,Model C,2006.0,2.0,122514.0,Diesel,Automatic,21515.71818663087
Honda,Model B,2016.0,3.8,90094.0,Electric,Automatic,30329.997254768958
BMW,Model B,2021.0,2.4,188431.0,Diesel,Manual,27808.545357983112
BMW,Model E,2007.0,2.0,156880.0,Diesel,Automatic,17621.322761580162
Audi,Model B,2004.0,3.8,25786.0,Petrol,Manual,25903.528265495217
Audi,Model E,2010.0,3.6,137492.0,Diesel,Automatic,23759.75313904747
Honda,Model A,2015.0,1.9,193501.0,Diesel,Automatic,22253.387426602218
Honda,Model A,2010.0,1.3,119410.0,Petrol,Automatic,22129.33958370051
Audi,Model C,2012.0,4.0,116707.0,Electric,Automatic,27996.17647883926
Toyota,Model B,2000.0,1.0,159750.0,Electric,Manual,12870.689926669836
Toyota,Model B,2019.0,2.3,121720.0,Diesel,Automatic,28618.20724327898
Audi,Model D,2009.0,2.9,172425.0,Electric,Automatic,21233.35378688229
Honda,Model C,,3.5,175011.0,Petrol,Manual,20917.41702373388
Toyota,Model B,2011.0,3.4,28039.0,Petrol,Manual,31751.4657913768
BMW,Model C,2009.0,2.8,131713.0,Petrol,Automatic,23321.931988800374
Honda,Model A,2007.0,2.7,175383.0,Diesel,Automatic,17561.98584699843
Toyota,Model E,2005.0,4.1,10130.0,Diesel,Automatic,30037.3816878915
BMW,Model A,2016.0,1.0,61182.0,Electric,Automatic,22759.259264352324
Honda,Model A,2002.0,3.2,70621.0,Electric,Manual,21434.976880731378
Audi,Model C,2013.0,2.8,83425.0,Petrol,Automatic,32299.185251669296
Honda,Model E,2013.0,3.8,168365.0,Diesel,Automatic,25556.034116902058
Toyota,Model B,2005.0,3.5,129996.0,Diesel,Manual,20323.42321452371
BMW,Model B,2010.0,2.3,93856.0,Diesel,Automatic,25275.401080430227
Toyota,Model A,2001.0,2.3,33099.0,Electric,Manual,24428.418311870555
Ford,Model A,2010.0,2.0,185681.0,Petrol,Automatic,12776.07692165756
BMW,Model E,2000.0,2.2,187637.0,Diesel,Automatic,10239.831910670251
BMW,Model B,2016.0,1.6,7785.0,Diesel,Manual,26271.04486411763
Ford,Model C,2003.0,3.3,159764.0,Petrol,Automatic,18610.32223129854
BMW,Model D,2008.0,3.2,88143.0,Diesel,Automatic,23468.59768190897
Ford,Model D,2013.0,4.0,7122.0,Petrol,Automatic,32362.42259972468
BMW,Model C,2015.0,1.7,3936.0,Petrol,,28489.98954828345
Ford,Model C,2017.0,3.8,106844.0,Diesel,Manual,30538.29120685245
BMW,Model A,2008.0,3.5,157204.0,Petrol,Automatic,20767.48146842856
BMW,Model B,2013.0,3.2,64456.0,Electric,Manual,30571.557986164014
Ford,Model E,2017.0,1.2,156215.0,Petrol,Manual,21953.992978635026
Honda,Model B,2003.0,1.4,25563.0,Electric,Manual,18240.03597882861
Audi,Model E,2006.0,2.8,2030.0,Diesel,Automatic,30767.19071580388
Honda,Model E,2004.0,2.1,102420.0,Diesel,Manual,19075.85015947139
Toyota,Model B,2013.0,3.3,32034.0,Diesel,Automatic,29059.18102374025
Ford,Model A,2018.0,3.5,,Electric,Automatic,36116.67967898078
Honda,Model A,2014.0,4.2,175161.0,Electric,Automatic,25287.11359257756
Ford,Model E,2021.0,1.6,51879.0,Electric,Manual,28239.200512655065
Honda,Model D,2015.0,1.1,83093.0,Electric,Automatic,25543.082635124207
Honda,Model C,2016.0,2.9,178491.0,Diesel,Automatic,22264.86541910508
Audi,Model C,2010.0,2.4,48401.0,Petrol,Automatic,31517.222278910256
Ford,Model B,2004.0,2.9,131403.0,Petrol,Manual,16817.153956452825
Ford,Model D,2004.0,2.3,86164.0,Petrol,Automatic,20928.173021042505
Audi,Model C,2013.0,1.2,168494.0,Diesel,Automatic,18014.43326587456
Honda,Model C,2010.0,1.5,100532.0,Diesel,Automatic,22650.143159488573
Ford,Model A,2011.0,1.5,71461.0,Electric,Manual,25362.866300688373
Honda,Model E,2017.0,2.3,144210.0,Electric,Automatic,27590.571671455757
Honda,Model E,2012.0,3.4,46783.0,Diesel,Automatic,32109.083102726
Honda,Model B,2008.0,2.8,161156.0,Diesel,Manual,23983.055392763265
Toyota,Model E,2009.0,2.4,,Diesel,Manual,20096.49168553619
Toyota,Model D,2001.0,2.7,20530.0,Electric,Manual,23825.306095382643
Honda,Model D,2015.0,2.4,139778.0,Petrol,Automatic,23781.18597112089
Ford,Model C,2001.0,3.4,96202.0,Petrol,Automatic,19962.559431104502
BMW,Model A,2015.0,1.1,186719.0,Petrol,Manual,22493.79341421446
Ford,Model C,2000.0,4.1,168170.0,Electric,Manual,21478.73340701438
Ford,Model D,2006.0,2.8,119728.0,Petrol,Automatic,23307.980033276275
BMW,Model D,2006.0,2.8,108283.0,Petrol,Automatic,21953.44666356778
Toyota,Model A,2020.0,3.6,152295.0,Electric,Automatic,28362.42210269793
Toyota,Model E,2008.0,2.3,70183.0,Petrol,Manual,25499.41219754336
Ford,Model C,2005.0,2.0,64286.0,Electric,Manual,19726.15687288306
Toyota,Model E,2009.0,4.2,98294.0,Diesel,Manual,26256.768766252742
Honda,Model B,2003.0,2.9,188463.0,Electric,Automatic,15800.500059893917
Audi,Model B,2008.0,2.7,186477.0,Electric,Manual,20247.22255391853
BMW,Model E,2009.0,2.8,20459.0,Electric,Manual,33004.04172590891
Honda,Model C,2016.0,2.0,150689.0,Diesel,Automatic,23656.76384397044
Honda,Model B,2002.0,2.1,150004.0,Petrol,Automatic,16566.822450925236
Ford,Model A,2001.0,4.3,129599.0,Electric,Manual,20996.916218045146
BMW,Model D,2021.0,3.9,80509.0,Diesel,Manual,36552.97367839335
Honda,Model D,2007.0,1.7,10250.0,Diesel,Automatic,26258.158299310257
Ford,Model E,2005.0,2.7,183889.0,Electric,Automatic,17857.867952608507
Toyota,Model E,,3.7,98272.0,Petrol,Automatic,25579.81798645102
Honda,Model B,2021.0,4.4,53890.0,Diesel,Automatic,33821.69495355692
Ford,Model B,2018.0,4.3,2961.0,Petrol,Manual,35508.85981341355
Audi,Model D,2005.0,1.7,162544.0,Diesel,Manual,15193.755233366435
Toyota,Model D,2001.0,3.6,185505.0,Diesel,Manual,18820.116791964425
Toyota,Model B,2014.0,4.5,48394.0,Diesel,Manual,32842.45134181967
Audi,Model C,2018.0,1.4,73336.0,Diesel,Automatic,24797.999875207537
BMW,Model B,2016.0,3.4,28806.0,Electric,Manual,33076.10557291594
Audi,Model C,2016.0,2.1,43748.0,Diesel,Manual,30494.94334293644
Audi,Model B,2006.0,3.6,189206.0,Diesel,Automatic,19154.560597376607
Honda,Model E,2006.0,2.7,161987.0,Diesel,Automatic,17468.525760449258
Toyota,Model C,2000.0,1.6,127058.0,Electric,Automatic,16016.257151179016
Ford,Model D,2003.0,3.6,122214.0,Petrol,Automatic,16360.816222543654
Toyota,Model A,2005.0,4.0,118163.0,Electric,Automatic,18586.7585501541
BMW,Model B,2002.0,3.3,58568.0,Diesel,Manual,22475.402241949163
Toyota,Model E,2001.0,1.4,93904.0,Electric,Automatic,19842.063285355656
Honda,Model C,2021.0,2.2,115129.0,Electric,Manual,26236.67801715876
Ford,Model E,2019.0,3.8,23670.0,Electric,Automatic,35639.40745808866
Toyota,Model E,2004.0,4.4,90027.0,Petrol,Automatic,28969.150796842383
BMW,Model E,2012.0,2.6,4491.0,Electric,Manual,28116.806278111653
Toyota,Model C,2001.0,3.1,7005.0,Electric,Automatic,25388.282475188364
Toyota,Model B,,3.4,158799.0,Petrol,Automatic,22440.133089350405
Audi,Model C,2004.0,2.0,27947.0,Electric,Manual,23461.117083485817
Honda,Model B,2011.0,4.1,15020.0,Diesel,Automatic,31148.185831479143
Ford,Model D,2004.0,1.9,144753.0,Electric,Automatic,18781.0189800626
Toyota,Model C,2006.0,1.8,145785.0,Petrol,Manual,17470.000872431065
Toyota,Model A,2019.0,4.0,155283.0,Petrol,Automatic,30801.47591050912
Ford,Model C,2017.0,2.7,109894.0,Petrol,Manual,27714.16313277
Toyota,Model A,2001.0,1.7,36872.0,Electric,Manual,18333.029612671584
Ford,Model A,2009.0,1.9,79948.0,Diesel,Automatic,23003.382367018487
Honda,Model A,2019.0,3.9,21015.0,Electric,Manual,35855.87516132866
Audi,Model B,2007.0,3.9,160350.0,Diesel,Automatic,23123.931333716668
Honda,Model C,2018.0,3.1,56060.0,Petrol,Automatic,27813.042204998805
Ford,Model D,2018.0,1.3,39974.0,Petrol,Manual,29022.097604191444
Audi,Model E,2018.0,3.7,80656.0,Electric,Automatic,30557.94106575896
Audi,Model D,2021.0,4.4,54741.0,Diesel,Manual,31596.869985888585
BMW,Model C,2020.0,1.2,100982.0,Diesel,Manual,26774.81199178971
Audi,Model E,2002.0,1.6,129348.0,Petrol,Automatic,17316.188542144522
Ford,Model E,2007.0,1.9,56246.0,Diesel,Automatic,22628.271425262166
BMW,Model E,2018.0,4.1,151421.0,Electric,Manual,29275.59249408436
Audi,Model B,2010.0,2.4,162654.0,Electric,Manual,24067.741647799183
Toyota,Model E,2015.0,2.5,110996.0,Petrol,Automatic,24711.57060924844
Honda,Model B,2019.0,4.1,110814.0,Electric,Automatic,28993.33077416046
Toyota,Model D,2015.0,1.1,69659.0,Diesel,Automatic,28132.457156766224
Toyota,Model A,2020.0,3.9,170441.0,Petrol,Manual,26943.33520366525
Toyota,Model E,2001.0,3.0,183436.0,Electric,Manual,18244.25396012662
Toyota,Model E,2005.0,1.6,177273.0,Petrol,Automatic,15398.019812247549
Ford,Model A,2020.0,4.2,106773.0,Diesel,Automatic,29898.80859225836
Toyota,Model C,2005.0,4.4,55828.0,Electric,Automatic,28197.239901718134
Ford,Model B,2015.0,3.6,106856.0,Electric,Automatic,30882.30800297473
Ford,Model D,2007.0,1.4,160549.0,Electric,Manual,16872.771606559618
BMW,Model B,2003.0,3.9,187685.0,Electric,Automatic,21376.3213917574
Audi,Model C,2010.0,3.5,189537.0,Petrol,Automatic,23215.48574283273
Toyota,Model A,2009.0,2.7,141781.0,Petrol,Manual,21162.192017451467
Ford,Model B,2021.0,3.3,13077.0,Diesel,Automatic,33884.92794232081
Honda,Model C,2011.0,3.8,117131.0,Petrol,Manual,26570.18001490101
Toyota,Model A,2008.0,4.4,17791.0,Petrol,Automatic,30530.77740821217
Ford,Model E,2014.0,2.8,178965.0,Petrol,Automatic,19336.98512104441
Audi,Model E,2006.0,1.6,21524.0,Diesel,Automatic,22488.11889064433
Audi,Model B,2002.0,1.5,39767.0,Petrol,Automatic,19940.40934071488
Toyota,Model D,2006.0,2.5,197791.0,Diesel,Manual,17717.909017889084
Ford,Model B,2003.0,1.8,85263.0,Petrol,Automatic,19629.48806029844
BMW,Model B,2007.0,1.4,121222.0,Diesel,Automatic,20217.25685143461
Toyota,Model E,2016.0,2.8,48573.0,Diesel,Automatic,26054.03638089388
Toyota,Model D,2014.0,3.4,113156.0,Electric,Automatic,
Toyota,Model E,2007.0,1.5,6747.0,Electric,Automatic,25113.07247356085
Audi,Model A,2002.0,2.2,139759.0,Diesel,Manual,14947.071564639864
Toyota,Model E,2002.0,4.0,169743.0,Diesel,Automatic,19334.685250557883
Toyota,Model C,2010.0,3.7,124434.0,Diesel,Manual,24923.071863424742
BMW,Model B,2011.0,2.3,198079.0,Petrol,Automatic,21282.363980884908
Honda,Model C,2017.0,2.5,109181.0,Electric,Manual,25099.689657520456
Audi,Model B,2008.0,3.6,32146.0,Petrol,Automatic,27990.578368989904
Honda,Model A,2017.0,3.4,158427.0,Electric,Manual,27162.34480934367
Honda,Model E,2006.0,3.7,43743.0,Petrol,Automatic,27915.69153758592
Toyota,Model B,2021.0,2.3,116106.0,Electric,Manual,30417.84718347848
BMW,Model D,2020.0,2.5,144985.0,Electric,Automatic,24093.514750676302
Toyota,Model A,2016.0,3.9,106083.0,Petrol,Automatic,29679.92919474606
Honda,Model A,2007.0,3.1,36085.0,Petrol,Automatic,29964.579676811816
Honda,Model A,2000.0,3.9,16620.0,Petrol,Manual,25142.305462601627
Audi,Model D,2001.0,4.4,18069.0,Electric,Automatic,26865.178439309297
BMW,Model B,2018.0,3.2,140470.0,Electric,Automatic,27682.69472741905
Honda,Model E,2002.0,2.8,91336.0,Petrol,Manual,23220.398604771846
Toyota,Model A,2013.0,3.1,180847.0,Electric,Automatic,22662.394097005952
Honda,Model D,2011.0,2.0,33563.0,Petrol,Automatic,28869.517792467817
